section,pddl_item,evidence,evidence_kind,unique,status,notes
objects,apn1,"Moreover, there is an airplane, apn1, located at apt1.",direct,true,covered,The exact identifier is explicitly named.
objects,apt2,"Within these cities, there are locations: pos1 and apt1 are in cit1, and pos2 and apt2 are in cit2.",direct,true,covered,The exact identifier is explicitly named.
objects,pos2,"Within these cities, there are locations: pos1 and apt1 are in cit1, and pos2 and apt2 are in cit2.",direct,true,covered,The exact identifier is explicitly named.
objects,apt1,"Within these cities, there are locations: pos1 and apt1 are in cit1, and pos2 and apt2 are in cit2.",direct,true,covered,The exact identifier is explicitly named.
objects,pos1,"Within these cities, there are locations: pos1 and apt1 are in cit1, and pos2 and apt2 are in cit2.",direct,true,covered,The exact identifier is explicitly named.
objects,cit2,"We also have two trucks, tru1 and tru2, and two cities, cit1 and cit2.",direct,true,covered,The exact identifier is explicitly named.
objects,cit1,"We also have two trucks, tru1 and tru2, and two cities, cit1 and cit2.",direct,true,covered,The exact identifier is explicitly named.
objects,tru2,"We also have two trucks, tru1 and tru2, and two cities, cit1 and cit2.",direct,true,covered,The exact identifier is explicitly named.
objects,tru1,"We also have two trucks, tru1 and tru2, and two cities, cit1 and cit2.",direct,true,covered,The exact identifier is explicitly named.
objects,obj23,"Initially, we have the following setup: there are six packages named obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The exact identifier is explicitly named.
objects,obj22,"Initially, we have the following setup: there are six packages named obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The exact identifier is explicitly named.
objects,obj21,"Initially, we have the following setup: there are six packages named obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The exact identifier is explicitly named.
objects,obj13,"Initially, we have the following setup: there are six packages named obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The exact identifier is explicitly named.
objects,obj12,"Initially, we have the following setup: there are six packages named obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The exact identifier is explicitly named.
objects,obj11,"Initially, we have the following setup: there are six packages named obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The exact identifier is explicitly named.
init,(package obj11),"Initially, we have the following setup: there are six packages named obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The exact atom is explicitly stated in this sentence.
init,(package obj12),"Initially, we have the following setup: there are six packages named obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The exact atom is explicitly stated in this sentence.
init,(package obj13),"Initially, we have the following setup: there are six packages named obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The exact atom is explicitly stated in this sentence.
