section,pddl_item,evidence,evidence_kind,unique,status,notes
objects,APT12,"For each X from 1 to 12, posX and aptX are locations in citX, and aptX is an airport.",deterministic_rule,true,covered,Substituting the numeric suffix for X uniquely generates APT12; aptX is also declared an airport. Golden line 4.
objects,POS12,"For each X from 1 to 12, posX and aptX are locations in citX, and aptX is an airport.",deterministic_rule,true,covered,Substituting the numeric suffix for X uniquely generates POS12; aptX is also declared an airport. Golden line 5.
objects,CIT12,"There are also 12 cities labeled from cit1 to cit12, each with a position and airport location.",deterministic_rule,true,covered,Finite label range cit1..cit12 uniquely generates CIT12. Golden line 6.
objects,TRU12,"Initial setup for the logistics game includes, for each X from 1 to 12, the three packages objX1, objX2, and objX3, and includes 12 trucks labeled from tru1 to tru12.",deterministic_rule,true,covered,Finite X=1..12 construction uniquely generates TRU12. Golden line 7.
objects,OBJ123,"Initial setup for the logistics game includes, for each X from 1 to 12, the three packages objX1, objX2, and objX3, and includes 12 trucks labeled from tru1 to tru12.",deterministic_rule,true,covered,Finite X=1..12 construction uniquely generates OBJ123. Golden line 8.
objects,OBJ122,"Initial setup for the logistics game includes, for each X from 1 to 12, the three packages objX1, objX2, and objX3, and includes 12 trucks labeled from tru1 to tru12.",deterministic_rule,true,covered,Finite X=1..12 construction uniquely generates OBJ122. Golden line 9.
objects,OBJ121,"Initial setup for the logistics game includes, for each X from 1 to 12, the three packages objX1, objX2, and objX3, and includes 12 trucks labeled from tru1 to tru12.",deterministic_rule,true,covered,Finite X=1..12 construction uniquely generates OBJ121. Golden line 10.
objects,APT11,"For each X from 1 to 12, posX and aptX are locations in citX, and aptX is an airport.",deterministic_rule,true,covered,Substituting the numeric suffix for X uniquely generates APT11; aptX is also declared an airport. Golden line 11.
objects,POS11,"For each X from 1 to 12, posX and aptX are locations in citX, and aptX is an airport.",deterministic_rule,true,covered,Substituting the numeric suffix for X uniquely generates POS11; aptX is also declared an airport. Golden line 12.
objects,CIT11,"There are also 12 cities labeled from cit1 to cit12, each with a position and airport location.",deterministic_rule,true,covered,Finite label range cit1..cit12 uniquely generates CIT11. Golden line 13.
objects,TRU11,"Initial setup for the logistics game includes, for each X from 1 to 12, the three packages objX1, objX2, and objX3, and includes 12 trucks labeled from tru1 to tru12.",deterministic_rule,true,covered,Finite X=1..12 construction uniquely generates TRU11. Golden line 14.
objects,OBJ113,"Initial setup for the logistics game includes, for each X from 1 to 12, the three packages objX1, objX2, and objX3, and includes 12 trucks labeled from tru1 to tru12.",deterministic_rule,true,covered,Finite X=1..12 construction uniquely generates OBJ113. Golden line 15.
objects,OBJ112,"Initial setup for the logistics game includes, for each X from 1 to 12, the three packages objX1, objX2, and objX3, and includes 12 trucks labeled from tru1 to tru12.",deterministic_rule,true,covered,Finite X=1..12 construction uniquely generates OBJ112. Golden line 16.
objects,OBJ111,"Initial setup for the logistics game includes, for each X from 1 to 12, the three packages objX1, objX2, and objX3, and includes 12 trucks labeled from tru1 to tru12.",deterministic_rule,true,covered,Finite X=1..12 construction uniquely generates OBJ111. Golden line 17.
objects,APT10,"For each X from 1 to 12, posX and aptX are locations in citX, and aptX is an airport.",deterministic_rule,true,covered,Substituting the numeric suffix for X uniquely generates APT10; aptX is also declared an airport. Golden line 18.
objects,POS10,"For each X from 1 to 12, posX and aptX are locations in citX, and aptX is an airport.",deterministic_rule,true,covered,Substituting the numeric suffix for X uniquely generates POS10; aptX is also declared an airport. Golden line 19.
objects,CIT10,"There are also 12 cities labeled from cit1 to cit12, each with a position and airport location.",deterministic_rule,true,covered,Finite label range cit1..cit12 uniquely generates CIT10. Golden line 20.
objects,TRU10,"Initial setup for the logistics game includes, for each X from 1 to 12, the three packages objX1, objX2, and objX3, and includes 12 trucks labeled from tru1 to tru12.",deterministic_rule,true,covered,Finite X=1..12 construction uniquely generates TRU10. Golden line 21.
objects,OBJ103,"Initial setup for the logistics game includes, for each X from 1 to 12, the three packages objX1, objX2, and objX3, and includes 12 trucks labeled from tru1 to tru12.",deterministic_rule,true,covered,Finite X=1..12 construction uniquely generates OBJ103. Golden line 22.
objects,OBJ102,"Initial setup for the logistics game includes, for each X from 1 to 12, the three packages objX1, objX2, and objX3, and includes 12 trucks labeled from tru1 to tru12.",deterministic_rule,true,covered,Finite X=1..12 construction uniquely generates OBJ102. Golden line 23.
objects,OBJ101,"Initial setup for the logistics game includes, for each X from 1 to 12, the three packages objX1, objX2, and objX3, and includes 12 trucks labeled from tru1 to tru12.",deterministic_rule,true,covered,Finite X=1..12 construction uniquely generates OBJ101. Golden line 24.
objects,APN3,"Every airplane (apn1, apn2, and apn3) is initially stationed as follows: apn1 and apn2 are at apt12, and apn3 is at apt7.",direct,true,covered,The airplane list directly names APN3. Golden line 25.
objects,APT9,"For each X from 1 to 12, posX and aptX are locations in citX, and aptX is an airport.",deterministic_rule,true,covered,Substituting the numeric suffix for X uniquely generates APT9; aptX is also declared an airport. Golden line 26.
objects,POS9,"For each X from 1 to 12, posX and aptX are locations in citX, and aptX is an airport.",deterministic_rule,true,covered,Substituting the numeric suffix for X uniquely generates POS9; aptX is also declared an airport. Golden line 27.
objects,CIT9,"There are also 12 cities labeled from cit1 to cit12, each with a position and airport location.",deterministic_rule,true,covered,Finite label range cit1..cit12 uniquely generates CIT9. Golden line 28.
objects,TRU9,"Initial setup for the logistics game includes, for each X from 1 to 12, the three packages objX1, objX2, and objX3, and includes 12 trucks labeled from tru1 to tru12.",deterministic_rule,true,covered,Finite X=1..12 construction uniquely generates TRU9. Golden line 29.
objects,OBJ93,"Initial setup for the logistics game includes, for each X from 1 to 12, the three packages objX1, objX2, and objX3, and includes 12 trucks labeled from tru1 to tru12.",deterministic_rule,true,covered,Finite X=1..12 construction uniquely generates OBJ93. Golden line 30.
objects,OBJ92,"Initial setup for the logistics game includes, for each X from 1 to 12, the three packages objX1, objX2, and objX3, and includes 12 trucks labeled from tru1 to tru12.",deterministic_rule,true,covered,Finite X=1..12 construction uniquely generates OBJ92. Golden line 31.
objects,OBJ91,"Initial setup for the logistics game includes, for each X from 1 to 12, the three packages objX1, objX2, and objX3, and includes 12 trucks labeled from tru1 to tru12.",deterministic_rule,true,covered,Finite X=1..12 construction uniquely generates OBJ91. Golden line 32.
objects,APT8,"For each X from 1 to 12, posX and aptX are locations in citX, and aptX is an airport.",deterministic_rule,true,covered,Substituting the numeric suffix for X uniquely generates APT8; aptX is also declared an airport. Golden line 33.
objects,POS8,"For each X from 1 to 12, posX and aptX are locations in citX, and aptX is an airport.",deterministic_rule,true,covered,Substituting the numeric suffix for X uniquely generates POS8; aptX is also declared an airport. Golden line 34.
objects,CIT8,"There are also 12 cities labeled from cit1 to cit12, each with a position and airport location.",deterministic_rule,true,covered,Finite label range cit1..cit12 uniquely generates CIT8. Golden line 35.
objects,TRU8,"Initial setup for the logistics game includes, for each X from 1 to 12, the three packages objX1, objX2, and objX3, and includes 12 trucks labeled from tru1 to tru12.",deterministic_rule,true,covered,Finite X=1..12 construction uniquely generates TRU8. Golden line 36.
objects,OBJ83,"Initial setup for the logistics game includes, for each X from 1 to 12, the three packages objX1, objX2, and objX3, and includes 12 trucks labeled from tru1 to tru12.",deterministic_rule,true,covered,Finite X=1..12 construction uniquely generates OBJ83. Golden line 37.
objects,OBJ82,"Initial setup for the logistics game includes, for each X from 1 to 12, the three packages objX1, objX2, and objX3, and includes 12 trucks labeled from tru1 to tru12.",deterministic_rule,true,covered,Finite X=1..12 construction uniquely generates OBJ82. Golden line 38.
