section,pddl_item,evidence,evidence_kind,unique,status,notes
objects,PACKAGE21,"The packages are package21, package20, package19, package18, package17, package16, package15, package14, package13, package12, package11, package10, package9, package8, package7, package6, package5, package4, package3, package2, package1.",direct,true,covered,The explicit enumeration names PACKAGE21. Golden line 3.
objects,PACKAGE20,"The packages are package21, package20, package19, package18, package17, package16, package15, package14, package13, package12, package11, package10, package9, package8, package7, package6, package5, package4, package3, package2, package1.",direct,true,covered,The explicit enumeration names PACKAGE20. Golden line 3.
objects,PACKAGE19,"The packages are package21, package20, package19, package18, package17, package16, package15, package14, package13, package12, package11, package10, package9, package8, package7, package6, package5, package4, package3, package2, package1.",direct,true,covered,The explicit enumeration names PACKAGE19. Golden line 3.
objects,PACKAGE18,"The packages are package21, package20, package19, package18, package17, package16, package15, package14, package13, package12, package11, package10, package9, package8, package7, package6, package5, package4, package3, package2, package1.",direct,true,covered,The explicit enumeration names PACKAGE18. Golden line 3.
objects,PACKAGE17,"The packages are package21, package20, package19, package18, package17, package16, package15, package14, package13, package12, package11, package10, package9, package8, package7, package6, package5, package4, package3, package2, package1.",direct,true,covered,The explicit enumeration names PACKAGE17. Golden line 3.
objects,PACKAGE16,"The packages are package21, package20, package19, package18, package17, package16, package15, package14, package13, package12, package11, package10, package9, package8, package7, package6, package5, package4, package3, package2, package1.",direct,true,covered,The explicit enumeration names PACKAGE16. Golden line 4.
objects,PACKAGE15,"The packages are package21, package20, package19, package18, package17, package16, package15, package14, package13, package12, package11, package10, package9, package8, package7, package6, package5, package4, package3, package2, package1.",direct,true,covered,The explicit enumeration names PACKAGE15. Golden line 4.
objects,PACKAGE14,"The packages are package21, package20, package19, package18, package17, package16, package15, package14, package13, package12, package11, package10, package9, package8, package7, package6, package5, package4, package3, package2, package1.",direct,true,covered,The explicit enumeration names PACKAGE14. Golden line 4.
objects,PACKAGE13,"The packages are package21, package20, package19, package18, package17, package16, package15, package14, package13, package12, package11, package10, package9, package8, package7, package6, package5, package4, package3, package2, package1.",direct,true,covered,The explicit enumeration names PACKAGE13. Golden line 4.
objects,PACKAGE12,"The packages are package21, package20, package19, package18, package17, package16, package15, package14, package13, package12, package11, package10, package9, package8, package7, package6, package5, package4, package3, package2, package1.",direct,true,covered,The explicit enumeration names PACKAGE12. Golden line 4.
objects,PACKAGE11,"The packages are package21, package20, package19, package18, package17, package16, package15, package14, package13, package12, package11, package10, package9, package8, package7, package6, package5, package4, package3, package2, package1.",direct,true,covered,The explicit enumeration names PACKAGE11. Golden line 4.
objects,PACKAGE10,"The packages are package21, package20, package19, package18, package17, package16, package15, package14, package13, package12, package11, package10, package9, package8, package7, package6, package5, package4, package3, package2, package1.",direct,true,covered,The explicit enumeration names PACKAGE10. Golden line 5.
