section,pddl_item,evidence,evidence_kind,unique,status,notes
objects,PACKAGE5,"The packages are package5, package4, package3, package2, package1.",direct,true,covered,The explicit enumeration names PACKAGE5. Golden line 3.
objects,PACKAGE4,"The packages are package5, package4, package3, package2, package1.",direct,true,covered,The explicit enumeration names PACKAGE4. Golden line 3.
objects,PACKAGE3,"The packages are package5, package4, package3, package2, package1.",direct,true,covered,The explicit enumeration names PACKAGE3. Golden line 3.
objects,PACKAGE2,"The packages are package5, package4, package3, package2, package1.",direct,true,covered,The explicit enumeration names PACKAGE2. Golden line 3.
objects,PACKAGE1,"The packages are package5, package4, package3, package2, package1.",direct,true,covered,The explicit enumeration names PACKAGE1. Golden line 3.
objects,CITY8,"The locations are city8-2, city8-1, city7-2, city7-1, city6-2, city6-1, city5-2, city5-1, city4-2, city4-1, city3-2, city3-1, city2-2, city2-1, city1-2, city1-1, city8-3, city7-3, city6-3, city5-3, city4-3, city3-3, city2-3, city1-3.",direct,true,covered,The explicit enumeration names CITY8. Golden line 3.
objects,CITY7,"The locations are city8-2, city8-1, city7-2, city7-1, city6-2, city6-1, city5-2, city5-1, city4-2, city4-1, city3-2, city3-1, city2-2, city2-1, city1-2, city1-1, city8-3, city7-3, city6-3, city5-3, city4-3, city3-3, city2-3, city1-3.",direct,true,covered,The explicit enumeration names CITY7. Golden line 4.
objects,CITY6,"The locations are city8-2, city8-1, city7-2, city7-1, city6-2, city6-1, city5-2, city5-1, city4-2, city4-1, city3-2, city3-1, city2-2, city2-1, city1-2, city1-1, city8-3, city7-3, city6-3, city5-3, city4-3, city3-3, city2-3, city1-3.",direct,true,covered,The explicit enumeration names CITY6. Golden line 4.
objects,CITY5,"The locations are city8-2, city8-1, city7-2, city7-1, city6-2, city6-1, city5-2, city5-1, city4-2, city4-1, city3-2, city3-1, city2-2, city2-1, city1-2, city1-1, city8-3, city7-3, city6-3, city5-3, city4-3, city3-3, city2-3, city1-3.",direct,true,covered,The explicit enumeration names CITY5. Golden line 4.
objects,CITY4,"The locations are city8-2, city8-1, city7-2, city7-1, city6-2, city6-1, city5-2, city5-1, city4-2, city4-1, city3-2, city3-1, city2-2, city2-1, city1-2, city1-1, city8-3, city7-3, city6-3, city5-3, city4-3, city3-3, city2-3, city1-3.",direct,true,covered,The explicit enumeration names CITY4. Golden line 4.
objects,CITY3,"The locations are city8-2, city8-1, city7-2, city7-1, city6-2, city6-1, city5-2, city5-1, city4-2, city4-1, city3-2, city3-1, city2-2, city2-1, city1-2, city1-1, city8-3, city7-3, city6-3, city5-3, city4-3, city3-3, city2-3, city1-3.",direct,true,covered,The explicit enumeration names CITY3. Golden line 4.
objects,CITY2,"The locations are city8-2, city8-1, city7-2, city7-1, city6-2, city6-1, city5-2, city5-1, city4-2, city4-1, city3-2, city3-1, city2-2, city2-1, city1-2, city1-1, city8-3, city7-3, city6-3, city5-3, city4-3, city3-3, city2-3, city1-3.",direct,true,covered,The explicit enumeration names CITY2. Golden line 4.
objects,CITY1,"The locations are city8-2, city8-1, city7-2, city7-1, city6-2, city6-1, city5-2, city5-1, city4-2, city4-1, city3-2, city3-1, city2-2, city2-1, city1-2, city1-1, city8-3, city7-3, city6-3, city5-3, city4-3, city3-3, city2-3, city1-3.",direct,true,covered,The explicit enumeration names CITY1. Golden line 4.
objects,TRUCK15,"The trucks are truck15, truck14, truck13, truck12, truck11, truck10, truck9, truck8, truck7, truck6, truck5, truck4, truck3, truck2, truck1.",direct,true,covered,The explicit enumeration names TRUCK15. Golden line 4.
objects,TRUCK14,"The trucks are truck15, truck14, truck13, truck12, truck11, truck10, truck9, truck8, truck7, truck6, truck5, truck4, truck3, truck2, truck1.",direct,true,covered,The explicit enumeration names TRUCK14. Golden line 4.
objects,TRUCK13,"The trucks are truck15, truck14, truck13, truck12, truck11, truck10, truck9, truck8, truck7, truck6, truck5, truck4, truck3, truck2, truck1.",direct,true,covered,The explicit enumeration names TRUCK13. Golden line 5.
objects,TRUCK12,"The trucks are truck15, truck14, truck13, truck12, truck11, truck10, truck9, truck8, truck7, truck6, truck5, truck4, truck3, truck2, truck1.",direct,true,covered,The explicit enumeration names TRUCK12. Golden line 5.
objects,TRUCK11,"The trucks are truck15, truck14, truck13, truck12, truck11, truck10, truck9, truck8, truck7, truck6, truck5, truck4, truck3, truck2, truck1.",direct,true,covered,The explicit enumeration names TRUCK11. Golden line 5.
objects,TRUCK10,"The trucks are truck15, truck14, truck13, truck12, truck11, truck10, truck9, truck8, truck7, truck6, truck5, truck4, truck3, truck2, truck1.",direct,true,covered,The explicit enumeration names TRUCK10. Golden line 5.
objects,TRUCK9,"The trucks are truck15, truck14, truck13, truck12, truck11, truck10, truck9, truck8, truck7, truck6, truck5, truck4, truck3, truck2, truck1.",direct,true,covered,The explicit enumeration names TRUCK9. Golden line 5.
objects,TRUCK8,"The trucks are truck15, truck14, truck13, truck12, truck11, truck10, truck9, truck8, truck7, truck6, truck5, truck4, truck3, truck2, truck1.",direct,true,covered,The explicit enumeration names TRUCK8. Golden line 5.
objects,TRUCK7,"The trucks are truck15, truck14, truck13, truck12, truck11, truck10, truck9, truck8, truck7, truck6, truck5, truck4, truck3, truck2, truck1.",direct,true,covered,The explicit enumeration names TRUCK7. Golden line 5.
