section,pddl_item,evidence,evidence_kind,unique,status,notes
objects,apn1,"There are two trucks, tru1 and tru2, and an airplane, apn1.",direct,true,covered,The vehicle is explicitly enumerated and typed.
objects,apt2,"The locations involved are two cities, cit1 and cit2, with each city having specific locations: pos1 and apt1 in cit1, pos2 and apt2 in cit2.",direct,true,covered,The airport/location is explicitly named and assigned to its city.
objects,pos2,"The locations involved are two cities, cit1 and cit2, with each city having specific locations: pos1 and apt1 in cit1, pos2 and apt2 in cit2.",direct,true,covered,The city/location is explicitly named and placed.
objects,apt1,"The locations involved are two cities, cit1 and cit2, with each city having specific locations: pos1 and apt1 in cit1, pos2 and apt2 in cit2.",direct,true,covered,The airport/location is explicitly named and assigned to its city.
objects,pos1,"The locations involved are two cities, cit1 and cit2, with each city having specific locations: pos1 and apt1 in cit1, pos2 and apt2 in cit2.",direct,true,covered,The city/location is explicitly named and placed.
objects,cit2,"The locations involved are two cities, cit1 and cit2, with each city having specific locations: pos1 and apt1 in cit1, pos2 and apt2 in cit2.",direct,true,covered,The city/location is explicitly named and placed.
objects,cit1,"The locations involved are two cities, cit1 and cit2, with each city having specific locations: pos1 and apt1 in cit1, pos2 and apt2 in cit2.",direct,true,covered,The city/location is explicitly named and placed.
objects,tru2,"There are two trucks, tru1 and tru2, and an airplane, apn1.",direct,true,covered,The vehicle is explicitly enumerated and typed.
objects,tru1,"There are two trucks, tru1 and tru2, and an airplane, apn1.",direct,true,covered,The vehicle is explicitly enumerated and typed.
objects,obj23,"Initially, we have six packages: obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The package is explicitly enumerated.
objects,obj22,"Initially, we have six packages: obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The package is explicitly enumerated.
objects,obj21,"Initially, we have six packages: obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The package is explicitly enumerated.
objects,obj13,"Initially, we have six packages: obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The package is explicitly enumerated.
objects,obj12,"Initially, we have six packages: obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The package is explicitly enumerated.
objects,obj11,"Initially, we have six packages: obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The package is explicitly enumerated.
init,(package obj11),"Initially, we have six packages: obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The package is explicitly enumerated.
init,(package obj12),"Initially, we have six packages: obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The package is explicitly enumerated.
init,(package obj13),"Initially, we have six packages: obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The package is explicitly enumerated.
init,(package obj21),"Initially, we have six packages: obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The package is explicitly enumerated.
init,(package obj22),"Initially, we have six packages: obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The package is explicitly enumerated.
init,(package obj23),"Initially, we have six packages: obj11, obj12, obj13, obj21, obj22, and obj23.",direct,true,covered,The package is explicitly enumerated.
init,(truck tru1),"There are two trucks, tru1 and tru2, and an airplane, apn1.",direct,true,covered,The vehicle is explicitly enumerated and typed.
init,(truck tru2),"There are two trucks, tru1 and tru2, and an airplane, apn1.",direct,true,covered,The vehicle is explicitly enumerated and typed.
