section,pddl_item,evidence,evidence_kind,unique,status,notes
objects,APT7,"There are 21 packages: obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, obj63, obj71, obj72, and obj73; seven trucks named tru1 to tru7; seven cities named cit1 to cit7; and seven airports, apt1 through apt7, which also serve as locations.",direct,true,covered,Explicit bounded inventory.
objects,POS7,"For every integer i from 1 through 7, position posi and airport apti are locations in city citi, truck trui is initially at posi, and packages obji1, obji2, and obji3 are initially at posi; in these identifiers, i is the same integer appended to pos, apt, cit, and tru and placed between obj and the package suffix 1, 2, or 3.",deterministic_rule,true,covered,Expand i=1..7; prefix POS plus i yields exactly POS1..POS7.
objects,CIT7,"There are 21 packages: obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, obj63, obj71, obj72, and obj73; seven trucks named tru1 to tru7; seven cities named cit1 to cit7; and seven airports, apt1 through apt7, which also serve as locations.",direct,true,covered,Explicit bounded inventory.
objects,TRU7,"There are 21 packages: obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, obj63, obj71, obj72, and obj73; seven trucks named tru1 to tru7; seven cities named cit1 to cit7; and seven airports, apt1 through apt7, which also serve as locations.",direct,true,covered,Explicit bounded inventory.
objects,OBJ73,"There are 21 packages: obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, obj63, obj71, obj72, and obj73; seven trucks named tru1 to tru7; seven cities named cit1 to cit7; and seven airports, apt1 through apt7, which also serve as locations.",direct,true,covered,Explicit bounded inventory.
objects,OBJ72,"There are 21 packages: obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, obj63, obj71, obj72, and obj73; seven trucks named tru1 to tru7; seven cities named cit1 to cit7; and seven airports, apt1 through apt7, which also serve as locations.",direct,true,covered,Explicit bounded inventory.
objects,OBJ71,"There are 21 packages: obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, obj63, obj71, obj72, and obj73; seven trucks named tru1 to tru7; seven cities named cit1 to cit7; and seven airports, apt1 through apt7, which also serve as locations.",direct,true,covered,Explicit bounded inventory.
objects,APT6,"There are 21 packages: obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, obj63, obj71, obj72, and obj73; seven trucks named tru1 to tru7; seven cities named cit1 to cit7; and seven airports, apt1 through apt7, which also serve as locations.",direct,true,covered,Explicit bounded inventory.
objects,POS6,"For every integer i from 1 through 7, position posi and airport apti are locations in city citi, truck trui is initially at posi, and packages obji1, obji2, and obji3 are initially at posi; in these identifiers, i is the same integer appended to pos, apt, cit, and tru and placed between obj and the package suffix 1, 2, or 3.",deterministic_rule,true,covered,Expand i=1..7; prefix POS plus i yields exactly POS1..POS7.
objects,CIT6,"There are 21 packages: obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, obj63, obj71, obj72, and obj73; seven trucks named tru1 to tru7; seven cities named cit1 to cit7; and seven airports, apt1 through apt7, which also serve as locations.",direct,true,covered,Explicit bounded inventory.
