section,pddl_item,evidence,evidence_kind,unique,status,notes
objects,apt11,"The positioning of each location within a city is as follows: pos1 and apt1 are in cit1, pos2 and apt2 are in cit2, pos3 and apt3 are in cit3, pos4 and apt4 are in cit4, pos5 and apt5 are in cit5, pos6 and apt6 are in cit6, pos7 and apt7 are in cit7, pos8 and apt8 are in cit8, pos9 and apt9 are in cit9, pos10 and apt10 are in cit10, and pos11 and apt11 are in cit11.",direct,true,covered,The complete location-to-city enumeration explicitly names apt11.
objects,pos11,"The positioning of each location within a city is as follows: pos1 and apt1 are in cit1, pos2 and apt2 are in cit2, pos3 and apt3 are in cit3, pos4 and apt4 are in cit4, pos5 and apt5 are in cit5, pos6 and apt6 are in cit6, pos7 and apt7 are in cit7, pos8 and apt8 are in cit8, pos9 and apt9 are in cit9, pos10 and apt10 are in cit10, and pos11 and apt11 are in cit11.",direct,true,covered,The complete location-to-city enumeration explicitly names pos11.
objects,cit11,"Initially, for each integer i from 1 through 11, we have exactly three packages labeled by concatenating obj, the decimal representation of i, and one of 1, 2, or 3; we also have eleven trucks from tru1 to tru11 and cities from cit1 to cit11.",deterministic_rule,true,covered,The finite range in the sentence yields cit11.
objects,tru11,"Initially, for each integer i from 1 through 11, we have exactly three packages labeled by concatenating obj, the decimal representation of i, and one of 1, 2, or 3; we also have eleven trucks from tru1 to tru11 and cities from cit1 to cit11.",deterministic_rule,true,covered,The finite range in the sentence yields tru11.
objects,obj113,"Initially, for each integer i from 1 through 11, we have exactly three packages labeled by concatenating obj, the decimal representation of i, and one of 1, 2, or 3; we also have eleven trucks from tru1 to tru11 and cities from cit1 to cit11.",deterministic_rule,true,covered,The finite i=1..11 and final-digit=1..3 construction yields obj113 exactly.
objects,obj112,"Initially, for each integer i from 1 through 11, we have exactly three packages labeled by concatenating obj, the decimal representation of i, and one of 1, 2, or 3; we also have eleven trucks from tru1 to tru11 and cities from cit1 to cit11.",deterministic_rule,true,covered,The finite i=1..11 and final-digit=1..3 construction yields obj112 exactly.
objects,obj111,"Initially, for each integer i from 1 through 11, we have exactly three packages labeled by concatenating obj, the decimal representation of i, and one of 1, 2, or 3; we also have eleven trucks from tru1 to tru11 and cities from cit1 to cit11.",deterministic_rule,true,covered,The finite i=1..11 and final-digit=1..3 construction yields obj111 exactly.
objects,apt10,"The positioning of each location within a city is as follows: pos1 and apt1 are in cit1, pos2 and apt2 are in cit2, pos3 and apt3 are in cit3, pos4 and apt4 are in cit4, pos5 and apt5 are in cit5, pos6 and apt6 are in cit6, pos7 and apt7 are in cit7, pos8 and apt8 are in cit8, pos9 and apt9 are in cit9, pos10 and apt10 are in cit10, and pos11 and apt11 are in cit11.",direct,true,covered,The complete location-to-city enumeration explicitly names apt10.
objects,pos10,"The positioning of each location within a city is as follows: pos1 and apt1 are in cit1, pos2 and apt2 are in cit2, pos3 and apt3 are in cit3, pos4 and apt4 are in cit4, pos5 and apt5 are in cit5, pos6 and apt6 are in cit6, pos7 and apt7 are in cit7, pos8 and apt8 are in cit8, pos9 and apt9 are in cit9, pos10 and apt10 are in cit10, and pos11 and apt11 are in cit11.",direct,true,covered,The complete location-to-city enumeration explicitly names pos10.
objects,cit10,"Initially, for each integer i from 1 through 11, we have exactly three packages labeled by concatenating obj, the decimal representation of i, and one of 1, 2, or 3; we also have eleven trucks from tru1 to tru11 and cities from cit1 to cit11.",deterministic_rule,true,covered,The finite range in the sentence yields cit10.
objects,tru10,"Initially, for each integer i from 1 through 11, we have exactly three packages labeled by concatenating obj, the decimal representation of i, and one of 1, 2, or 3; we also have eleven trucks from tru1 to tru11 and cities from cit1 to cit11.",deterministic_rule,true,covered,The finite range in the sentence yields tru10.
objects,obj103,"Initially, for each integer i from 1 through 11, we have exactly three packages labeled by concatenating obj, the decimal representation of i, and one of 1, 2, or 3; we also have eleven trucks from tru1 to tru11 and cities from cit1 to cit11.",deterministic_rule,true,covered,The finite i=1..11 and final-digit=1..3 construction yields obj103 exactly.
objects,obj102,"Initially, for each integer i from 1 through 11, we have exactly three packages labeled by concatenating obj, the decimal representation of i, and one of 1, 2, or 3; we also have eleven trucks from tru1 to tru11 and cities from cit1 to cit11.",deterministic_rule,true,covered,The finite i=1..11 and final-digit=1..3 construction yields obj102 exactly.
