section,pddl_item,evidence,evidence_kind,unique,status,notes
objects,apt10,"Each location, including pos1 through pos10 and apt1 through apt10, is situated in a city from cit1 through cit10: for every index i from 1 through 10, pos followed by i and apt followed by i are both in cit followed by the same i, and each of apt1 through apt10 is an airport.",deterministic_rule,true,covered,The exact finite ranges include this identifier.
objects,pos10,"Each location, including pos1 through pos10 and apt1 through apt10, is situated in a city from cit1 through cit10: for every index i from 1 through 10, pos followed by i and apt followed by i are both in cit followed by the same i, and each of apt1 through apt10 is an airport.",deterministic_rule,true,covered,The exact finite ranges include this identifier.
objects,cit10,"Each location, including pos1 through pos10 and apt1 through apt10, is situated in a city from cit1 through cit10: for every index i from 1 through 10, pos followed by i and apt followed by i are both in cit followed by the same i, and each of apt1 through apt10 is an airport.",deterministic_rule,true,covered,The exact finite ranges include this identifier.
objects,tru10,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,The finite truck range includes this identifier.
objects,obj103,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,Index i=10 with final digit 3 expands to obj103.
objects,obj102,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,Index i=10 with final digit 2 expands to obj102.
objects,obj101,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,Index i=10 with final digit 1 expands to obj101.
objects,apn3,"We also have airplanes apn1, apn2, and apn3, where apn1 is currently at airport apt1, apn2 is at airport apt9, and apn3 is at airport apt6.",direct,true,covered,The sentence directly names all three airplanes.
objects,apt9,"Each location, including pos1 through pos10 and apt1 through apt10, is situated in a city from cit1 through cit10: for every index i from 1 through 10, pos followed by i and apt followed by i are both in cit followed by the same i, and each of apt1 through apt10 is an airport.",deterministic_rule,true,covered,The exact finite ranges include this identifier.
objects,pos9,"Each location, including pos1 through pos10 and apt1 through apt10, is situated in a city from cit1 through cit10: for every index i from 1 through 10, pos followed by i and apt followed by i are both in cit followed by the same i, and each of apt1 through apt10 is an airport.",deterministic_rule,true,covered,The exact finite ranges include this identifier.
objects,cit9,"Each location, including pos1 through pos10 and apt1 through apt10, is situated in a city from cit1 through cit10: for every index i from 1 through 10, pos followed by i and apt followed by i are both in cit followed by the same i, and each of apt1 through apt10 is an airport.",deterministic_rule,true,covered,The exact finite ranges include this identifier.
objects,tru9,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,The finite truck range includes this identifier.
objects,obj93,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,Index i=9 with final digit 3 expands to obj93.
objects,obj92,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,Index i=9 with final digit 2 expands to obj92.
objects,obj91,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,Index i=9 with final digit 1 expands to obj91.
objects,apt8,"Each location, including pos1 through pos10 and apt1 through apt10, is situated in a city from cit1 through cit10: for every index i from 1 through 10, pos followed by i and apt followed by i are both in cit followed by the same i, and each of apt1 through apt10 is an airport.",deterministic_rule,true,covered,The exact finite ranges include this identifier.
objects,pos8,"Each location, including pos1 through pos10 and apt1 through apt10, is situated in a city from cit1 through cit10: for every index i from 1 through 10, pos followed by i and apt followed by i are both in cit followed by the same i, and each of apt1 through apt10 is an airport.",deterministic_rule,true,covered,The exact finite ranges include this identifier.
objects,cit8,"Each location, including pos1 through pos10 and apt1 through apt10, is situated in a city from cit1 through cit10: for every index i from 1 through 10, pos followed by i and apt followed by i are both in cit followed by the same i, and each of apt1 through apt10 is an airport.",deterministic_rule,true,covered,The exact finite ranges include this identifier.
objects,tru8,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,The finite truck range includes this identifier.
objects,obj83,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,Index i=8 with final digit 3 expands to obj83.
objects,obj82,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,Index i=8 with final digit 2 expands to obj82.
objects,obj81,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,Index i=8 with final digit 1 expands to obj81.
objects,apt7,"Each location, including pos1 through pos10 and apt1 through apt10, is situated in a city from cit1 through cit10: for every index i from 1 through 10, pos followed by i and apt followed by i are both in cit followed by the same i, and each of apt1 through apt10 is an airport.",deterministic_rule,true,covered,The exact finite ranges include this identifier.
objects,pos7,"Each location, including pos1 through pos10 and apt1 through apt10, is situated in a city from cit1 through cit10: for every index i from 1 through 10, pos followed by i and apt followed by i are both in cit followed by the same i, and each of apt1 through apt10 is an airport.",deterministic_rule,true,covered,The exact finite ranges include this identifier.
objects,cit7,"Each location, including pos1 through pos10 and apt1 through apt10, is situated in a city from cit1 through cit10: for every index i from 1 through 10, pos followed by i and apt followed by i are both in cit followed by the same i, and each of apt1 through apt10 is an airport.",deterministic_rule,true,covered,The exact finite ranges include this identifier.
objects,tru7,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,The finite truck range includes this identifier.
objects,obj73,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,Index i=7 with final digit 3 expands to obj73.
objects,obj72,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,Index i=7 with final digit 2 expands to obj72.
objects,obj71,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,Index i=7 with final digit 1 expands to obj71.
objects,apt6,"Each location, including pos1 through pos10 and apt1 through apt10, is situated in a city from cit1 through cit10: for every index i from 1 through 10, pos followed by i and apt followed by i are both in cit followed by the same i, and each of apt1 through apt10 is an airport.",deterministic_rule,true,covered,The exact finite ranges include this identifier.
objects,pos6,"Each location, including pos1 through pos10 and apt1 through apt10, is situated in a city from cit1 through cit10: for every index i from 1 through 10, pos followed by i and apt followed by i are both in cit followed by the same i, and each of apt1 through apt10 is an airport.",deterministic_rule,true,covered,The exact finite ranges include this identifier.
objects,cit6,"Each location, including pos1 through pos10 and apt1 through apt10, is situated in a city from cit1 through cit10: for every index i from 1 through 10, pos followed by i and apt followed by i are both in cit followed by the same i, and each of apt1 through apt10 is an airport.",deterministic_rule,true,covered,The exact finite ranges include this identifier.
objects,tru6,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,The finite truck range includes this identifier.
objects,obj63,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,Index i=6 with final digit 3 expands to obj63.
objects,obj62,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,Index i=6 with final digit 2 expands to obj62.
objects,obj61,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,Index i=6 with final digit 1 expands to obj61.
objects,apn2,"We also have airplanes apn1, apn2, and apn3, where apn1 is currently at airport apt1, apn2 is at airport apt9, and apn3 is at airport apt6.",direct,true,covered,The sentence directly names all three airplanes.
objects,apt5,"Each location, including pos1 through pos10 and apt1 through apt10, is situated in a city from cit1 through cit10: for every index i from 1 through 10, pos followed by i and apt followed by i are both in cit followed by the same i, and each of apt1 through apt10 is an airport.",deterministic_rule,true,covered,The exact finite ranges include this identifier.
objects,pos5,"Each location, including pos1 through pos10 and apt1 through apt10, is situated in a city from cit1 through cit10: for every index i from 1 through 10, pos followed by i and apt followed by i are both in cit followed by the same i, and each of apt1 through apt10 is an airport.",deterministic_rule,true,covered,The exact finite ranges include this identifier.
objects,cit5,"Each location, including pos1 through pos10 and apt1 through apt10, is situated in a city from cit1 through cit10: for every index i from 1 through 10, pos followed by i and apt followed by i are both in cit followed by the same i, and each of apt1 through apt10 is an airport.",deterministic_rule,true,covered,The exact finite ranges include this identifier.
objects,tru5,"In the Logistics game, we start with the following initial conditions: for every index i from 1 through 10, the three package labels are formed by writing obj, then i, then 1, 2, or 3, and the trucks are tru1 through tru10.",deterministic_rule,true,covered,The finite truck range includes this identifier.
