section,pddl_item,evidence,evidence_kind,unique,status,notes
"objects","apn2","We have two airplanes at our disposal; airplane apn1 is located at airport apt2, and airplane apn2 is stationed at airport apt1.","direct","true","covered",""
"objects","apn1","We have two airplanes at our disposal; airplane apn1 is located at airport apt2, and airplane apn2 is stationed at airport apt1.","direct","true","covered",""
"objects","apt5","In each city, there is both a position and an airport: pos1 and apt1 are in cit1, pos2 and apt2 are in cit2, pos3 and apt3 are in cit3, pos4 and apt4 are in cit4, and pos5 and apt5 are in cit5.","direct","true","covered",""
"objects","pos5","In each city, there is both a position and an airport: pos1 and apt1 are in cit1, pos2 and apt2 are in cit2, pos3 and apt3 are in cit3, pos4 and apt4 are in cit4, and pos5 and apt5 are in cit5.","direct","true","covered",""
"objects","apt4","In each city, there is both a position and an airport: pos1 and apt1 are in cit1, pos2 and apt2 are in cit2, pos3 and apt3 are in cit3, pos4 and apt4 are in cit4, and pos5 and apt5 are in cit5.","direct","true","covered",""
"objects","pos4","In each city, there is both a position and an airport: pos1 and apt1 are in cit1, pos2 and apt2 are in cit2, pos3 and apt3 are in cit3, pos4 and apt4 are in cit4, and pos5 and apt5 are in cit5.","direct","true","covered",""
"objects","apt3","In each city, there is both a position and an airport: pos1 and apt1 are in cit1, pos2 and apt2 are in cit2, pos3 and apt3 are in cit3, pos4 and apt4 are in cit4, and pos5 and apt5 are in cit5.","direct","true","covered",""
"objects","pos3","In each city, there is both a position and an airport: pos1 and apt1 are in cit1, pos2 and apt2 are in cit2, pos3 and apt3 are in cit3, pos4 and apt4 are in cit4, and pos5 and apt5 are in cit5.","direct","true","covered",""
"objects","apt2","In each city, there is both a position and an airport: pos1 and apt1 are in cit1, pos2 and apt2 are in cit2, pos3 and apt3 are in cit3, pos4 and apt4 are in cit4, and pos5 and apt5 are in cit5.","direct","true","covered",""
"objects","pos2","In each city, there is both a position and an airport: pos1 and apt1 are in cit1, pos2 and apt2 are in cit2, pos3 and apt3 are in cit3, pos4 and apt4 are in cit4, and pos5 and apt5 are in cit5.","direct","true","covered",""
"objects","apt1","In each city, there is both a position and an airport: pos1 and apt1 are in cit1, pos2 and apt2 are in cit2, pos3 and apt3 are in cit3, pos4 and apt4 are in cit4, and pos5 and apt5 are in cit5.","direct","true","covered",""
"objects","pos1","In each city, there is both a position and an airport: pos1 and apt1 are in cit1, pos2 and apt2 are in cit2, pos3 and apt3 are in cit3, pos4 and apt4 are in cit4, and pos5 and apt5 are in cit5.","direct","true","covered",""
"objects","cit5","There are five cities named cit1, cit2, cit3, cit4, and cit5, each containing specific locations.","direct","true","covered",""
"objects","cit4","There are five cities named cit1, cit2, cit3, cit4, and cit5, each containing specific locations.","direct","true","covered",""
"objects","cit3","There are five cities named cit1, cit2, cit3, cit4, and cit5, each containing specific locations.","direct","true","covered",""
"objects","cit2","There are five cities named cit1, cit2, cit3, cit4, and cit5, each containing specific locations.","direct","true","covered",""
"objects","cit1","There are five cities named cit1, cit2, cit3, cit4, and cit5, each containing specific locations.","direct","true","covered",""
"objects","tru5","We also have a fleet of trucks; truck tru1 is stationed at pos1, truck tru2 at pos2, truck tru3 at pos3, truck tru4 at pos4, and truck tru5 at pos5.","direct","true","covered",""
"objects","tru4","We also have a fleet of trucks; truck tru1 is stationed at pos1, truck tru2 at pos2, truck tru3 at pos3, truck tru4 at pos4, and truck tru5 at pos5.","direct","true","covered",""
"objects","tru3","We also have a fleet of trucks; truck tru1 is stationed at pos1, truck tru2 at pos2, truck tru3 at pos3, truck tru4 at pos4, and truck tru5 at pos5.","direct","true","covered",""
"objects","tru2","We also have a fleet of trucks; truck tru1 is stationed at pos1, truck tru2 at pos2, truck tru3 at pos3, truck tru4 at pos4, and truck tru5 at pos5.","direct","true","covered",""
"objects","tru1","We also have a fleet of trucks; truck tru1 is stationed at pos1, truck tru2 at pos2, truck tru3 at pos3, truck tru4 at pos4, and truck tru5 at pos5.","direct","true","covered",""
"objects","obj53","Similarly, at position pos4, packages obj41, obj42, and obj43 can be found, and at position pos5, packages obj51, obj52, and obj53 are placed.","direct","true","covered",""
