section,pddl_item,evidence,evidence_kind,unique,status,notes
"objects","APT6","The cities each contain two locations: a position (pos1 to pos6) and an airport (apt1 to apt6).","deterministic_rule","true","covered","The bounded ranges expand to POS1–POS6 and APT1–APT6; this row is APT6."
"objects","POS6","The cities each contain two locations: a position (pos1 to pos6) and an airport (apt1 to apt6).","deterministic_rule","true","covered","The bounded ranges expand to POS1–POS6 and APT1–APT6; this row is POS6."
"objects","CIT6","We have packages labeled obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, and obj63, spanning six different trucks from tru1 to tru6, and six cities named cit1 to cit6.","deterministic_rule","true","covered","The stated bound of six and range cit1 to cit6 expand to exactly six cities."
"objects","TRU6","We have packages labeled obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, and obj63, spanning six different trucks from tru1 to tru6, and six cities named cit1 to cit6.","deterministic_rule","true","covered","The stated bound of six and range tru1 to tru6 expand to exactly six trucks."
"objects","OBJ63","We have packages labeled obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, and obj63, spanning six different trucks from tru1 to tru6, and six cities named cit1 to cit6.","direct","true","covered","The repaired package enumeration explicitly names this object without pseudo-range expansion."
"objects","OBJ62","We have packages labeled obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, and obj63, spanning six different trucks from tru1 to tru6, and six cities named cit1 to cit6.","direct","true","covered","The repaired package enumeration explicitly names this object without pseudo-range expansion."
"objects","OBJ61","We have packages labeled obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, and obj63, spanning six different trucks from tru1 to tru6, and six cities named cit1 to cit6.","direct","true","covered","The repaired package enumeration explicitly names this object without pseudo-range expansion."
"objects","APN2","Two airplanes, apn1 and apn2, are stationed at apt2 and apt6, respectively.","direct","true","covered","The sentence explicitly names both airplane objects."
"objects","APT5","The cities each contain two locations: a position (pos1 to pos6) and an airport (apt1 to apt6).","deterministic_rule","true","covered","The bounded ranges expand to POS1–POS6 and APT1–APT6; this row is APT5."
"objects","POS5","The cities each contain two locations: a position (pos1 to pos6) and an airport (apt1 to apt6).","deterministic_rule","true","covered","The bounded ranges expand to POS1–POS6 and APT1–APT6; this row is POS5."
"objects","CIT5","We have packages labeled obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, and obj63, spanning six different trucks from tru1 to tru6, and six cities named cit1 to cit6.","deterministic_rule","true","covered","The stated bound of six and range cit1 to cit6 expand to exactly six cities."
"objects","TRU5","We have packages labeled obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, and obj63, spanning six different trucks from tru1 to tru6, and six cities named cit1 to cit6.","deterministic_rule","true","covered","The stated bound of six and range tru1 to tru6 expand to exactly six trucks."
"objects","OBJ53","We have packages labeled obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, and obj63, spanning six different trucks from tru1 to tru6, and six cities named cit1 to cit6.","direct","true","covered","The repaired package enumeration explicitly names this object without pseudo-range expansion."
"objects","OBJ52","We have packages labeled obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, and obj63, spanning six different trucks from tru1 to tru6, and six cities named cit1 to cit6.","direct","true","covered","The repaired package enumeration explicitly names this object without pseudo-range expansion."
"objects","OBJ51","We have packages labeled obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, and obj63, spanning six different trucks from tru1 to tru6, and six cities named cit1 to cit6.","direct","true","covered","The repaired package enumeration explicitly names this object without pseudo-range expansion."
"objects","APT4","The cities each contain two locations: a position (pos1 to pos6) and an airport (apt1 to apt6).","deterministic_rule","true","covered","The bounded ranges expand to POS1–POS6 and APT1–APT6; this row is APT4."
"objects","POS4","The cities each contain two locations: a position (pos1 to pos6) and an airport (apt1 to apt6).","deterministic_rule","true","covered","The bounded ranges expand to POS1–POS6 and APT1–APT6; this row is POS4."
"objects","CIT4","We have packages labeled obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, and obj63, spanning six different trucks from tru1 to tru6, and six cities named cit1 to cit6.","deterministic_rule","true","covered","The stated bound of six and range cit1 to cit6 expand to exactly six cities."
"objects","TRU4","We have packages labeled obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, and obj63, spanning six different trucks from tru1 to tru6, and six cities named cit1 to cit6.","deterministic_rule","true","covered","The stated bound of six and range tru1 to tru6 expand to exactly six trucks."
"objects","OBJ43","We have packages labeled obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, and obj63, spanning six different trucks from tru1 to tru6, and six cities named cit1 to cit6.","direct","true","covered","The repaired package enumeration explicitly names this object without pseudo-range expansion."
"objects","OBJ42","We have packages labeled obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, and obj63, spanning six different trucks from tru1 to tru6, and six cities named cit1 to cit6.","direct","true","covered","The repaired package enumeration explicitly names this object without pseudo-range expansion."
"objects","OBJ41","We have packages labeled obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, and obj63, spanning six different trucks from tru1 to tru6, and six cities named cit1 to cit6.","direct","true","covered","The repaired package enumeration explicitly names this object without pseudo-range expansion."
"objects","APT3","The cities each contain two locations: a position (pos1 to pos6) and an airport (apt1 to apt6).","deterministic_rule","true","covered","The bounded ranges expand to POS1–POS6 and APT1–APT6; this row is APT3."
"objects","POS3","The cities each contain two locations: a position (pos1 to pos6) and an airport (apt1 to apt6).","deterministic_rule","true","covered","The bounded ranges expand to POS1–POS6 and APT1–APT6; this row is POS3."
"objects","CIT3","We have packages labeled obj11, obj12, obj13, obj21, obj22, obj23, obj31, obj32, obj33, obj41, obj42, obj43, obj51, obj52, obj53, obj61, obj62, and obj63, spanning six different trucks from tru1 to tru6, and six cities named cit1 to cit6.","deterministic_rule","true","covered","The stated bound of six and range cit1 to cit6 expand to exactly six cities."
